stage,model,latent,branch,r_field,r_sensor,r_sensor_used,ridge,n_delays,channels,seed,n_params,nmse_train,nmse_test,nmse_latent,cos_test,energy_test,floor_test,epochs_run,train_loss,val_loss,stopped_early,n_fit,fit_seconds,n_train,n_test,run,tag
D,branched,ae,linear,64,,-1,0.0001,25,all,2,19264,0.6944072590047626,0.7763858030873187,0.8015258119935397,0.4912186664582435,0.6017874213841699,0.47028925779909897,496,0.6101948091800816,0.6431477069854736,1,3492,55.274696826934814,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,mlp,64,,-1,0.0001,25,all,2,63296,0.7119111645937201,0.7980143594154913,0.8103155833742658,0.4824781672359921,0.6421060464101889,0.47028925779909897,405,0.39627873409381575,0.7719953060150146,1,3492,19.86801528930664,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,cnn,64,,-1,0.0001,25,all,2,114720,0.7125229154211687,0.7988758836629124,0.8197760545037815,0.48136375958078265,0.6372955128548548,0.47028925779909897,405,0.4422501284983286,0.8317431211471558,1,3492,21.814087629318237,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,gru,64,,-1,0.0001,25,all,2,19136,0.7347920749292394,0.8028969943464497,0.8026395425500387,0.47648044519672345,0.6255085121198718,0.47028925779909897,403,0.45339581926800265,0.7734678387641907,1,3492,23.809393405914307,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,linear,64,,-1,0.0001,25,all,3,19264,0.6979619305917389,0.7683322347091135,0.6149743216450028,0.48586307218386643,0.5077109679644561,0.39596951628920496,763,0.5166639164687569,0.5571915507316589,1,3492,22.992839336395264,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,mlp,64,,-1,0.0001,25,all,3,63296,0.6961258523415892,0.7853027100180106,0.6430018497105632,0.46608286889687883,0.4712464233060775,0.39596951628920496,424,0.41013287589858627,0.6033213138580322,1,3492,19.75350022315979,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,cnn,64,,-1,0.0001,25,all,3,114720,0.6833612129039249,0.7845360904293285,0.6417357418587619,0.46803658855027264,0.49383075612985583,0.39596951628920496,412,0.31693041737683175,0.6352410316467285,1,3492,20.946476221084595,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,gru,64,,-1,0.0001,25,all,3,19136,0.6929297116116239,0.7986463905965739,0.6650395578540399,0.4545312684643113,0.5083049498382177,0.39596951628920496,473,0.4533021843310484,0.6338920593261719,1,3492,25.474615812301636,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,linear,64,,-1,0.0001,25,all,3,19264,0.6954323785284958,0.7745004730630212,0.8048552785921438,0.49030549711932103,0.5852098709660437,0.46818594733830576,494,0.6131333014399735,0.6446231007575989,1,3492,54.58474612236023,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,mlp,64,,-1,0.0001,25,all,3,63296,0.7073903360137515,0.7898938023103994,0.8102986502341448,0.48323589235155645,0.6152310651041415,0.46818594733830576,405,0.3994750158620181,0.7692738771438599,1,3492,20.05185556411743,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,cnn,64,,-1,0.0001,25,all,3,114720,0.7073340597404287,0.7885383199092122,0.8182331145918923,0.48079369650271103,0.6006353595744436,0.46818594733830576,405,0.43179217114071666,0.8384212851524353,1,3492,21.532777547836304,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,gru,64,,-1,0.0001,25,all,3,19136,0.7198850617235348,0.7888146197170396,0.8008362203128313,0.47971482653134173,0.5844501097300764,0.46818594733830576,404,0.4552771516340568,0.7871779203414917,1,3492,23.540023803710938,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,linear,64,,-1,0.0001,25,all,4,19264,0.6974920856256182,0.7681226294950689,0.6146281489001395,0.48611800878715183,0.5085429984721391,0.39596951628920496,786,0.5161118475295697,0.5569135546684265,1,3492,23.126285076141357,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,mlp,64,,-1,0.0001,25,all,4,63296,0.6779856914687112,0.7856196908433847,0.64352535826396,0.46703431287620367,0.5050332578747456,0.39596951628920496,431,0.38808172989000844,0.606887936592102,1,3492,19.537619829177856,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,cnn,64,,-1,0.0001,25,all,4,114720,0.6817648560221808,0.7828520348500329,0.6389544458635978,0.47274302664832646,0.528783644067672,0.39596951628920496,413,0.3179724959641661,0.6158095598220825,1,3492,21.045969486236572,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,pod,gru,64,,-1,0.0001,25,all,4,19136,0.692568470181714,0.7951906469155319,0.6593322366833115,0.4583617566438596,0.5069938893888252,0.39596951628920496,462,0.44889169596861045,0.6235493421554565,1,3492,25.22147488594055,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,linear,64,,-1,0.0001,25,all,4,19264,0.6926990476486472,0.7743828901609386,0.8064906769083044,0.491175666899872,0.591891408129638,0.4685613689471771,534,0.609099813616426,0.6435261964797974,1,3492,54.43681597709656,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,mlp,64,,-1,0.0001,25,all,4,63296,0.7068869023132183,0.7887393438807035,0.81146930792356,0.48094157454014214,0.5986677956250778,0.4685613689471771,405,0.40207950878389104,0.7677347660064697,1,3492,19.572647094726562,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,cnn,64,,-1,0.0001,25,all,4,114720,0.714139632570701,0.7855161425366444,0.8126000970447691,0.4856717230959173,0.6146680013380408,0.4685613689471771,404,0.45536291394446726,0.7677280306816101,1,3492,21.398452758789062,4365,1521,4p5d_10ms_yaw_0_0_0,clean
D,branched,ae,gru,64,,-1,0.0001,25,all,4,19136,0.7190475227715634,0.7917682845868146,0.7981189609835542,0.4808439706942695,0.6090213097092211,0.4685613689471771,404,0.4622014010280268,0.7793575525283813,1,3492,23.794770002365112,4365,1521,4p5d_10ms_yaw_0_0_0,clean
