stage,model,latent,branch,r_field,r_sensor,r_sensor_used,ridge,n_delays,channels,seed,n_params,nmse_train,nmse_test,nmse_latent,cos_test,energy_test,floor_test,sensor_noise,weight_decay,lr,ensemble,nmse_fullband,epochs_run,train_loss,val_loss,stopped_early,n_fit,fit_seconds,n_train,n_test,run,tag
W,branched,ae,cnn,16,,-1,0.0001,25,all,0,37872,0.6931643054518255,0.7744386174959416,0.6551161176647655,0.4871439990784224,0.5665637689331989,0.5518162123687468,0.0,0.001,0.001,1,nan,211,0.29308510062211157,0.5549725890159607,1,3492,16.213156938552856,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,ae,gru,16,,-1,0.0001,25,all,0,16016,0.7171430444965561,0.7808237536538836,0.6507834457217577,0.48130052454580746,0.566778635444071,0.5518162123687468,0.0,0.001,0.001,1,nan,209,0.41355481361468904,0.49377357959747314,1,3492,17.324312210083008,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,podlse,pod,closed-form,16,,300,0.0001,25,all,0,4800,0.679737996830958,0.7526320707824911,0.4714860435390074,0.5018100398547337,0.5298908576004556,0.530397236226799,0.0,0.01,0.001,1,nan,0,nan,nan,0,4365,8.768466234207153,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,pod,linear,16,,-1,0.0001,25,all,0,4816,0.9542425817572909,0.9654419020669838,0.9229747710978372,0.32811672979348855,0.0651424912187711,0.5304652416362131,0.0,0.01,0.001,1,nan,237,0.9081477243602617,0.8658614158630371,1,3492,12.892017364501953,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,pod,mlp,16,,-1,0.0001,25,all,0,57104,0.9990546736555088,1.0031081317308221,1.00289855291103,0.28302000076059974,0.0014406433806323318,0.5304652416362131,0.0,0.01,0.001,1,nan,201,0.9999920023265982,0.9452691674232483,1,3492,13.866079568862915,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,pod,cnn,16,,-1,0.0001,25,all,0,37872,0.7842630183963039,0.8225465958249359,0.6197659450447426,0.4428585921560485,0.32196389423077554,0.5304652416362131,0.0,0.01,0.001,1,nan,216,0.5703411211535966,0.5578985214233398,1,3492,15.390471935272217,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,pod,gru,16,,-1,0.0001,25,all,0,16016,0.9997579999720828,1.003708121670571,1.0041716685231463,0.14355693902506,0.0008491994035428842,0.5304652416362131,0.0,0.01,0.001,1,nan,201,0.9999920023265982,0.9452691674232483,1,3492,15.97853422164917,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,ae,linear,16,,-1,0.0001,25,all,0,4816,0.6993491367925031,0.7644497345831112,0.6484689118415794,0.49259571673413693,0.5390954158246677,0.5518162123687468,0.0,0.01,0.001,1,nan,289,0.43443343435912335,0.466437429189682,1,3492,15.032859802246094,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,ae,mlp,16,,-1,0.0001,25,all,0,57104,0.7082590933678481,0.7633101538074683,0.6374451305279552,0.49322542247173695,0.53729398027906,0.5518162123687468,0.0,0.01,0.001,1,nan,289,0.44944407409409065,0.4628503620624542,1,3492,17.653745651245117,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
W,branched,ae,cnn,16,,-1,0.0001,25,all,0,37872,0.7037556586589672,0.7691493666392613,0.63889929398259,0.49063722048899455,0.5624986363439399,0.5518162123687468,0.0,0.01,0.001,1,nan,225,0.4044256315471654,0.46521249413490295,1,3492,16.758860111236572,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
