stage,model,latent,branch,r_field,r_sensor,r_sensor_used,ridge,n_delays,channels,seed,n_params,nmse_train,nmse_test,nmse_latent,cos_test,energy_test,floor_test,sensor_noise,weight_decay,lr,ensemble,nmse_fullband,epochs_run,train_loss,val_loss,stopped_early,n_fit,fit_seconds,n_train,n_test,run,tag
A,branched,ae,mlp,32,,-1,0.0001,25,all,0,59168,0.6906020026211755,0.7784750213319506,0.7286362108799649,0.4854174074530745,0.5873482754395507,0.5044656023458448,0.1,0.0,0.001,1,nan,212,0.3862252851600363,0.6254388093948364,1,3492,14.675161600112915,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,ae,cnn,32,,-1,0.0001,25,all,0,63488,0.7123301978161557,0.7806807863287564,0.7431152115296014,0.48153460446209917,0.5661967633083186,0.5044656023458448,0.1,0.0,0.001,1,nan,205,0.4108096748624607,0.6608248353004456,1,3492,15.47815752029419,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,ae,gru,32,,-1,0.0001,25,all,0,17056,0.7120924366717576,0.7796507680413179,0.7209714981819869,0.48447484551043557,0.5826851737803329,0.5044656023458448,0.1,0.0,0.001,1,nan,210,0.469548805097261,0.6178963780403137,1,3492,16.748737573623657,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,podlse,pod,closed-form,64,,300,0.0001,25,all,0,19200,0.6671400214324059,0.7591388299912847,0.5994038892691241,0.4965671963129756,0.5419128942222968,0.39655234855889326,0.1,0.0,0.001,1,nan,0,nan,nan,0,4365,9.494635581970215,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,epod,pod,closed-form,64,,300,0.0001,25,all,0,9444600,0.6447705350202287,0.779856768903682,nan,0.4803196015293632,0.5620968364128343,0.39596951628920496,0.1,0.0,0.001,1,nan,0,nan,nan,0,4365,7.68890905380249,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,pod,linear,64,,-1,0.0001,25,all,0,19264,0.7021192376869105,0.770288809199781,0.6182056952778203,0.4836542574896536,0.5002223300936288,0.39596951628920496,0.1,0.0,0.001,1,nan,894,0.5264889477044856,0.5596668720245361,1,3492,27.093583345413208,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,pod,mlp,64,,-1,0.0001,25,all,0,63296,0.684757334684178,0.7885060804193723,0.6482923646899215,0.4625674539432409,0.4787765397207407,0.39596951628920496,0.1,0.0,0.001,1,nan,274,0.4464749575070909,0.6012389659881592,1,3492,15.715562582015991,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,pod,cnn,64,,-1,0.0001,25,all,0,114720,0.7041329622051113,0.7887691277536775,0.6487267995781971,0.46349516779179173,0.4956750807460065,0.39596951628920496,0.1,0.0,0.001,1,nan,222,0.45062312842234714,0.5895488858222961,1,3492,15.17318320274353,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,pod,gru,64,,-1,0.0001,25,all,0,19136,0.7009592828609008,0.8014506562427158,0.6696709327961032,0.45045779323862406,0.48556795209880826,0.39596951628920496,0.1,0.0,0.001,1,nan,357,0.4923153862374208,0.6163567900657654,1,3492,21.89145565032959,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,ae,linear,64,,-1,0.0001,25,all,0,19264,0.6991476888353982,0.7748739131879266,0.8120874685112991,0.4890470016408253,0.5804638214442076,0.46797302272275026,0.1,0.0,0.001,1,nan,282,0.6311042904853821,0.6518662571907043,1,3492,40.01530838012695,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,ae,mlp,64,,-1,0.0001,25,all,0,63296,0.7016918359429574,0.7788209074438973,0.8084557083703304,0.48678624498788586,0.5873272956326467,0.46797302272275026,0.1,0.0,0.001,1,nan,209,0.5143366900506298,0.6906837821006775,1,3492,14.602115392684937,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,ae,cnn,64,,-1,0.0001,25,all,0,114720,0.709151256010702,0.7826233369206542,0.8198269051536111,0.4806160139583862,0.5689385763537899,0.46797302272275026,0.1,0.0,0.001,1,nan,206,0.49530856272062757,0.7541545629501343,1,3492,15.61020016670227,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,ae,gru,64,,-1,0.0001,25,all,0,19136,0.7180950571932841,0.7893079304942158,0.8019327641544639,0.4835769407850032,0.6125766959890822,0.46797302272275026,0.1,0.0,0.001,1,nan,210,0.5764838811458182,0.6789155006408691,1,3492,16.75544238090515,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,podlse,pod,closed-form,128,,300,0.0001,25,all,0,38400,0.6624096701403245,0.7629739148135591,0.6401263258992841,0.49352788526438174,0.5462558488207941,0.33900196263770743,0.1,0.0,0.001,1,nan,0,nan,nan,0,4365,11.087297201156616,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,epod,pod,closed-form,128,,300,0.0001,25,all,0,9444600,0.6447705350202287,0.779856768903682,nan,0.4803196015293632,0.5620968364128343,0.33900196263770743,0.1,0.0,0.001,1,nan,0,nan,nan,0,4365,7.756596565246582,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,pod,linear,128,,-1,0.0001,25,all,0,38528,0.700266327709541,0.7726234267573643,0.6546954656633863,0.4814883766348976,0.5022484929429346,0.33900196263770743,0.1,0.0,0.001,1,nan,871,0.5669430628128751,0.6029009819030762,1,3492,26.834951877593994,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,pod,mlp,128,,-1,0.0001,25,all,0,71552,0.6871831745207241,0.7891475924817001,0.6796441761603552,0.4617616640737169,0.47054010617352554,0.33900196263770743,0.1,0.0,0.001,1,nan,271,0.5008872009361459,0.6331631541252136,1,3492,15.787541389465332,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,pod,cnn,128,,-1,0.0001,25,all,0,217184,0.7012867211197076,0.7895453440498055,0.6802447141171832,0.4628464222881744,0.4967986967974041,0.33900196263770743,0.1,0.0,0.001,1,nan,222,0.49074387707388006,0.6286513805389404,1,3492,15.426562547683716,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,pod,gru,128,,-1,0.0001,25,all,0,23296,0.7012033641560332,0.8023218147853336,0.6995350356300105,0.4498589134562948,0.4870525844166702,0.33900196263770743,0.1,0.0,0.001,1,nan,361,0.5494185414374353,0.6455579400062561,1,3492,22.358887434005737,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,ae,linear,128,,-1,0.0001,25,all,0,38528,0.7078251161013752,0.786871335512614,0.8349265347053346,0.48613454503439074,0.6216075321602501,0.45962733639777986,0.1,0.0,0.001,1,nan,297,0.6959586284141497,0.7048712372779846,1,3492,47.835994720458984,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,ae,mlp,128,,-1,0.0001,25,all,0,71552,0.7058467552958921,0.7905568006758353,0.8206175329655331,0.48912314904766874,0.6458257038170772,0.45962733639777986,0.1,0.0,0.001,1,nan,212,0.5705023524687463,0.7351817488670349,1,3492,14.616100311279297,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,ae,cnn,128,,-1,0.0001,25,all,0,217184,0.723456584400061,0.7996690619481955,0.8418525146855177,0.4774726080548359,0.6282601755726593,0.45962733639777986,0.1,0.0,0.001,1,nan,205,0.5390292634122833,0.8191971778869629,1,3492,15.462886333465576,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
A,branched,ae,gru,128,,-1,0.0001,25,all,0,23296,0.7217229172391667,0.8045178042121879,0.8222460642340739,0.4816822592970111,0.6562324060842369,0.45962733639777986,0.1,0.0,0.001,1,nan,213,0.6329506322280648,0.734078586101532,1,3492,16.891372442245483,4365,1521,4p5d_10ms_yaw_0_0_0,convA_noise
